#    50  250  500  1000  2500  5000  7000
0   49971.0   232670.0   488843.0   906175.0   2380035.0   4675616.0   6593604.0
1   43187.0   235140.0   439970.0   920040.0   2202652.0   4518066.0   6297204.0
2   40489.0   216541.0   430095.0   870346.0   2107331.0   4319056.0   6068156.0
3   38092.0   228134.0   416506.0   848906.0   2056936.0   4061464.0   5760964.0
4   48990.0   236854.0   364690.0   832449.0   1955296.0   3917521.0   5514116.0
5   44801.0   222504.0   353521.0   768309.0   1847073.0   3817316.0   5420072.0
6   40222.0   201839.0   325118.0   714012.0   1755833.0   3647799.0   5027680.0
7   28875.0   169114.0   345525.0   678088.0   1713330.0   3483848.0   4795645.0
8   37167.0   189161.0   297877.0   700515.0   1605689.0   3351768.0   4763477.0
9   36633.0   158221.0   301126.0   663453.0   1546823.0   3159609.0   4447154.0
10   34405.0   161964.0   300752.0   570154.0   1472680.0   3021053.0   4124695.0
11   43629.0   149520.0   293050.0   570374.0   1458279.0   2800847.0   3952420.0
12   36281.0   168959.0   255243.0   499901.0   1336858.0   2722745.0   3789096.0
13   38591.0   143773.0   262579.0   531362.0   1351064.0   2578769.0   3587938.0
14   38285.0   136120.0   242227.0   509565.0   1211248.0   2489489.0   3386981.0
15   42825.0   146023.0   232282.0   476976.0   1144146.0   2362058.0   3277326.0
16   42793.0   136505.0   207206.0   458004.0   1094837.0   2175649.0   3083818.0
17   29092.0   126238.0   204183.0   388579.0   1004705.0   2120202.0   2951693.0
18   29802.0   110852.0   196280.0   433137.0   978218.0   2003146.0   2769641.0
19   40168.0   94973.0   159725.0   400006.0   919490.0   1897367.0   2637350.0
20   36694.0   124113.0   180419.0   360806.0   919629.0   1858014.0   2486253.0
21   34838.0   102845.0   149956.0   369627.0   795698.0   1719056.0   2421512.0
22   42385.0   110037.0   151740.0   316992.0   785448.0   1599637.0   2281226.0
23   40343.0   97023.0   145993.0   303683.0   747623.0   1471295.0   2121324.0
24   39799.0   98342.0   136128.0   281471.0   675680.0   1344639.0   2005003.0
25   40583.0   86804.0   123480.0   249894.0   658579.0   1354128.0   1895805.0
26   32713.0   77875.0   122380.0   265324.0   650186.0   1280643.0   1807192.0
27   34087.0   65323.0   116993.0   242401.0   595528.0   1202227.0   1665019.0
28   25868.0   70292.0   129401.0   219324.0   576164.0   1119873.0   1537664.0
29   44066.0   67826.0   98504.0   218815.0   538236.0   1015082.0   1498527.0
30   25137.0   69930.0   102232.0   191979.0   498763.0   1097170.0   1378784.0
31   36248.0   64835.0   93351.0   172960.0   477190.0   924938.0   1271842.0
32   19902.0   56998.0   92470.0   151126.0   451780.0   885891.0   1226205.0
33   28971.0   43534.0   94036.0   157065.0   395811.0   796530.0   1132575.0
34   38190.0   55862.0   76321.0   142402.0   378411.0   792083.0   1064003.0
35   30713.0   46748.0   76517.0   145961.0   375021.0   721730.0   1006579.0
36   22148.0   35735.0   78443.0   151116.0   342512.0   659568.0   987786.0
37   29083.0   52819.0   58907.0   134479.0   347886.0   637031.0   877238.0
38   32213.0   37105.0   62284.0   118107.0   269422.0   605013.0   849056.0
39   31318.0   37525.0   60173.0   108149.0   270747.0   545469.0   751231.0
40   27995.0   41439.0   48357.0   103156.0   262499.0   533679.0   717775.0
41   28908.0   32792.0   43875.0   81507.0   240328.0   465552.0   668917.0
42   18929.0   38195.0   33673.0   86895.0   217377.0   435641.0   625666.0
43   30613.0   31920.0   39413.0   89860.0   198543.0   410063.0   585671.0
44   32976.0   28722.0   34704.0   71254.0   179835.0   371795.0   525308.0
45   28741.0   30155.0   30154.0   68942.0   160794.0   327416.0   489652.0
46   23488.0   28121.0   28767.0   66788.0   159794.0   339165.0   456517.0
47   24314.0   25425.0   32619.0   63003.0   149349.0   297828.0   430256.0
48   22782.0   27198.0   24460.0   54342.0   130195.0   291682.0   383870.0
49   26570.0   20013.0   26193.0   53465.0   126686.0   250615.0   360191.0
50   22557.0   20306.0   20974.0   45183.0   109929.0   243441.0   345225.0
51   27781.0   18216.0   23021.0   46802.0   111243.0   217145.0   293931.0
52   19142.0   20049.0   18591.0   39702.0   96416.0   209661.0   286911.0
53   24074.0   17521.0   19033.0   35906.0   95035.0   185388.0   269434.0
54   15876.0   15401.0   18350.0   35801.0   82753.0   182229.0   250301.0
55   20304.0   13316.0   13585.0   30201.0   79765.0   158480.0   220946.0
56   25643.0   12293.0   12649.0   29587.0   77823.0   152558.0   206223.0
57   13802.0   13095.0   13605.0   28970.0   67417.0   140003.0   194587.0
58   24452.0   11604.0   10501.0   22884.0   63729.0   128038.0   187083.0
59   16321.0   9908.0   11462.0   22235.0   58029.0   119556.0   165764.0
60   18473.0   9370.0   9551.0   22515.0   59943.0   110515.0   143986.0
61   15033.0   9447.0   9722.0   21207.0   50972.0   98315.0   138582.0
62   20677.0   7168.0   9477.0   18688.0   47761.0   96579.0   134901.0
63   12562.0   7492.0   9001.0   17668.0   46182.0   94017.0   125897.0
64   12884.0   5978.0   8443.0   16394.0   41190.0   84754.0   121680.0
65   13439.0   6685.0   7535.0   15042.0   41018.0   81066.0   113652.0
66   16501.0   6822.0   7427.0   14527.0   36920.0   76819.0   107982.0
67   22806.0   6605.0   6928.0   14459.0   36589.0   73854.0   101731.0
68   15750.0   4937.0   6370.0   14176.0   33658.0   70563.0   97329.0
69   14167.0   4885.0   6122.0   13378.0   33109.0   68211.0   95577.0
70   12511.0   4297.0   6363.0   13047.0   32958.0   67233.0   93620.0
71   19787.0   4032.0   6357.0   12714.0   32313.0   63634.0   90891.0
