#    8  12  16  20  24  28  32
75   12262.0   5068.0   3027.0   2446.0   1827.0   1385.0   1150.0
76   12317.0   5187.0   2932.0   2165.0   1768.0   1312.0   1169.0
77   12172.0   5521.0   3083.0   2118.0   1667.0   1406.0   1055.0
78   11802.0   4970.0   2995.0   2145.0   1719.0   1291.0   1054.0
79   12833.0   5201.0   3073.0   2201.0   1620.0   1236.0   1101.0
80   12620.0   5280.0   3037.0   1968.0   1804.0   1253.0   1079.0
81   12826.0   5247.0   2933.0   1998.0   1550.0   1164.0   979.0
82   12548.0   5415.0   2855.0   1948.0   1606.0   1121.0   974.0
83   13419.0   5561.0   2861.0   2183.0   1593.0   1257.0   1071.0
84   13220.0   5224.0   3013.0   1976.0   1511.0   1209.0   981.0
85   12756.0   5595.0   2857.0   2043.0   1488.0   1203.0   972.0
86   13833.0   5171.0   2807.0   1986.0   1488.0   1250.0   1019.0
87   13801.0   5393.0   2889.0   1998.0   1554.0   1261.0   1041.0
88   13105.0   5382.0   2971.0   1927.0   1588.0   1190.0   986.0
89   13580.0   5432.0   2918.0   1997.0   1611.0   1155.0   901.0
90   12231.0   5158.0   2926.0   1874.0   1349.0   1052.0   1009.0
91   13793.0   5391.0   2933.0   1895.0   1354.0   1158.0   987.0
92   13500.0   5470.0   2845.0   1801.0   1411.0   1085.0   957.0
93   13918.0   5560.0   2738.0   1757.0   1350.0   1217.0   975.0
94   13221.0   5636.0   2757.0   1856.0   1371.0   1092.0   946.0
95   12529.0   5303.0   2912.0   1840.0   1294.0   1162.0   863.0
96   13538.0   5676.0   2847.0   1850.0   1315.0   1124.0   891.0
97   13445.0   5562.0   2813.0   1890.0   1336.0   1180.0   869.0
98   13549.0   5674.0   2770.0   1825.0   1333.0   1049.0   845.0
99   13686.0   5379.0   2957.0   1844.0   1354.0   1120.0   832.0
