#    100  200  400  600  800  1000
0   926163.0   4138497.0   18792442.0   43132757.0   77406714.0   123654718.0
1   902642.0   4237406.0   17616628.0   42767318.0   75602739.0   120541482.0
2   871781.0   4197539.0   18124385.0   42511042.0   76130575.0   125009293.0
3   843462.0   4006264.0   18462316.0   40771357.0   77489656.0   118226447.0
4   775611.0   3803560.0   16936293.0   41210457.0   76288815.0   119197407.0
5   716232.0   3798071.0   17678058.0   40676504.0   76744693.0   117426907.0
6   743119.0   3825180.0   16961668.0   40306695.0   77280915.0   119423418.0
7   662690.0   3764822.0   17561996.0   42908059.0   71942649.0   121276482.0
8   655808.0   3892582.0   17315476.0   40824400.0   70959969.0   116487711.0
9   644028.0   3544487.0   16477795.0   41153837.0   75475117.0   115080906.0
10   612108.0   3630520.0   16909898.0   41270813.0   73393971.0   115938636.0
11   581064.0   3425308.0   16452248.0   40973336.0   71251820.0   116822020.0
12   540097.0   3226012.0   16178315.0   39323633.0   74404954.0   118770675.0
13   513714.0   3209685.0   16127747.0   39740421.0   71403009.0   117193866.0
14   495789.0   3231375.0   15971906.0   40701341.0   73940886.0   111640482.0
15   478977.0   3307189.0   16690038.0   40691881.0   70145591.0   118026743.0
16   446381.0   3059860.0   16666400.0   38093861.0   73587439.0   119231719.0
17   411026.0   3104690.0   15981289.0   41227903.0   72264156.0   116353757.0
18   376756.0   3023779.0   15264429.0   38246379.0   72323350.0   116543924.0
19   380930.0   2812820.0   15538952.0   39826328.0   72893410.0   116058014.0
20   365749.0   2793477.0   15335785.0   38357272.0   72789906.0   118977220.0
21   319528.0   2676349.0   15170757.0   38990294.0   71061508.0   116172950.0
22   306666.0   2565759.0   14618964.0   36995937.0   69486417.0   114815537.0
23   303321.0   2589417.0   15472743.0   37319868.0   72804974.0   109976489.0
24   282161.0   2619378.0   14998803.0   38409961.0   70646794.0   111847164.0
25   282461.0   2464163.0   13763507.0   37696277.0   69333635.0   113887380.0
26   251226.0   2537975.0   14811600.0   37053872.0   69467933.0   113360694.0
27   245566.0   2320906.0   14342033.0   36492876.0   69834873.0   111259701.0
28   241663.0   2355951.0   13634979.0   36539676.0   70064635.0   111887775.0
29   218227.0   2147016.0   14045023.0   36006258.0   68726109.0   114551062.0
30   212362.0   2012996.0   14215712.0   36605501.0   70912559.0   114726845.0
31   197366.0   2102904.0   14200969.0   36317846.0   69250337.0   112569653.0
32   181515.0   2190498.0   14004166.0   37038949.0   68589244.0   109597126.0
33   156959.0   1955819.0   13388405.0   35980786.0   66605596.0   108490125.0
34   147466.0   2098713.0   12403763.0   35968331.0   69036484.0   112439070.0
35   153138.0   2057176.0   13144560.0   34776484.0   66511710.0   107317360.0
36   125809.0   1916636.0   13514604.0   35768239.0   67807816.0   111643156.0
37   132662.0   1867666.0   12475850.0   36108792.0   66402993.0   111590641.0
38   118906.0   1753136.0   12525894.0   36108160.0   67826887.0   110265211.0
39   108982.0   1611813.0   13017386.0   33630761.0   64765100.0   110278478.0
40   96196.0   1758310.0   12447529.0   33936626.0   64130242.0   107209312.0
41   91499.0   1733451.0   12088060.0   35118122.0   66316633.0   107873914.0
42   89755.0   1679337.0   11503792.0   33673267.0   65037382.0   113272498.0
43   86582.0   1491961.0   12010107.0   33413143.0   66418930.0   110752220.0
44   80408.0   1539260.0   11852024.0   33904069.0   67195337.0   110722364.0
45   73006.0   1583222.0   11619604.0   34371147.0   66192643.0   110379284.0
46   60414.0   1426169.0   11027454.0   32526100.0   68341650.0   109343800.0
47   56746.0   1409586.0   11232823.0   32953737.0   63807759.0   107354655.0
48   55751.0   1333910.0   11052484.0   32452809.0   64266172.0   109313882.0
49   55373.0   1298601.0   11266038.0   33732040.0   66863220.0   107646281.0
50   41511.0   1257813.0   11507389.0   32765526.0   66215485.0   106476815.0
51   48565.0   1401809.0   10792370.0   33080440.0   64374317.0   104669690.0
52   43799.0   1208858.0   10771729.0   30191962.0   64356076.0   106943671.0
53   40042.0   1232187.0   10413082.0   30128831.0   61990118.0   109886496.0
54   38096.0   1119390.0   11133954.0   31019236.0   60725079.0   104803236.0
55   32182.0   1135942.0   10838307.0   29978938.0   63057363.0   103048215.0
56   31275.0   1097058.0   10402117.0   29674754.0   64786321.0   102966573.0
57   25415.0   1079295.0   9601134.0   29729697.0   66368938.0   104053629.0
58   23508.0   1064186.0   9500754.0   30917156.0   63178307.0   106956068.0
59   21755.0   919080.0   10097019.0   31169669.0   60659697.0   109005852.0
60   21461.0   960861.0   10799705.0   29589657.0   61357684.0   103683588.0
61   20953.0   984377.0   10131759.0   30801123.0   61709669.0   105401595.0
62   19022.0   948090.0   9400526.0   28773122.0   59866194.0   106526161.0
