#  FIFO    SPPIFO  SPPIFOFIXED Fixed_queue_bounds
0   9772   0   0   0
1   9632   54   72   63
2   9870   98   93   128
3   9723   118   40   0
4   9610   95   44   60
5   9672   116   70   138
6   9870   128   61   0
7   9716   99   54   82
8   9939   101   58   144
9   9822   78   85   0
10   9852   65   77   80
11   9788   56   75   198
12   9858   52   69   0
13   9942   34   96   100
14   9662   32   73   198
15   9680   31   68   0
16   9665   32   93   113
17   9988   30   91   195
18   9652   27   61   0
19   9701   28   101   103
20   9649   29   109   220
21   9776   32   90   0
22   9799   21   116   130
23   9844   24   126   255
24   9725   34   100   0
25   9797   32   125   141
26   9677   28   126   256
27   9781   51   149   0
28   9616   56   147   171
29   9866   41   158   319
30   9561   39   188   0
31   9708   35   171   169
32   9853   47   205   342
33   9877   61   212   0
34   9539   65   182   189
35   9663   63   243   404
36   9736   64   271   0
37   9805   88   260   201
38   9834   86   242   383
39   9750   89   316   0
40   9822   92   293   227
41   9721   69   310   478
42   9810   90   352   0
43   9759   102   287   245
44   9796   119   390   520
45   9539   106   413   0
46   9603   129   382   315
47   9552   146   431   532
48   9685   136   503   0
49   9647   158   420   317
50   9618   171   496   698
51   9644   193   552   0
52   9643   191   534   428
53   9551   200   635   747
54   9694   203   607   0
55   9789   275   655   432
56   9653   310   718   806
57   9737   340   719   0
58   9695   365   727   544
59   9523   366   889   1003
60   9726   453   832   0
61   9718   511   835   621
62   9574   481   1045   1132
63   9728   526   1021   0
64   9696   576   980   681
65   9642   667   1167   1292
66   9471   698   1097   0
67   9716   760   1200   876
68   9601   910   1213   1520
69   9800   960   1223   0
70   9806   1051   1522   1054
71   9709   1176   1476   1873
72   9489   1294   1516   0
73   9711   1428   1694   1265
74   9569   1491   1827   2151
75   9681   1533   1822   0
76   9744   1704   1861   1530
77   9380   1791   2046   2415
78   9725   1925   1914   0
79   9528   2210   2291   1904
80   9644   2208   2406   2891
81   9604   2309   2365   0
82   9624   2494   2392   2325
83   9440   2690   2840   3279
84   9567   2882   2549   0
85   9318   3019   2809   2589
86   9275   3109   2920   3777
87   9373   3265   2785   0
88   9201   3361   3152   2765
89   9174   3539   3017   3921
90   9144   3695   2907   0
91   9137   3662   3053   2826
92   9059   3829   3054   4168
93   8836   3896   2449   0
94   8631   3995   2794   1723
95   8625   4030   3061   2728
96   8097   4228   2606   3299
97   7610   4310   2993   3693
98   6075   4179   3631   3825
99   0   4304   4036   4074
